,target
3626,0
17242,0
14344,0
23388,0
25545,0
20643,1
24498,1
26935,0
14274,0
10667,0
20321,0
20638,1
16642,0
28195,0
3524,0
24223,0
5141,0
30865,0
29085,1
5942,0
13419,0
3865,0
18637,0
23362,0
14383,0
11726,1
1411,0
1355,0
4656,1
13511,1
20718,0
4597,1
25476,0
6769,0
26375,0
5672,0
19598,1
8275,1
22514,1
16086,0
24504,0
11144,1
6399,0
32144,1
6993,0
4545,0
10660,0
16060,0
3359,0
8008,1
21400,1
13279,0
25501,0
14440,0
7814,0
12016,0
21600,0
8374,0
13257,0
8442,0
9489,0
16901,1
27125,0
29275,0
972,1
175,1
13740,1
4068,0
3601,1
14773,1
20262,0
18908,0
6342,0
27281,0
23368,0
29531,0
12146,1
579,0
23476,0
31233,0
10330,0
18489,0
30092,0
8136,0
14838,0
23697,0
5570,0
1169,0
25059,1
6493,0
22050,0
10931,1
27522,1
27312,0
1305,0
12502,0
913,1
27708,0
19258,0
21700,1
29949,0
3249,0
16896,0
31257,0
7251,0
28554,0
2986,0
25490,0
3862,0
28645,0
32048,1
12577,0
12910,1
18596,0
23189,0
3251,1
6986,0
26278,0
15529,0
12027,0
25749,0
23035,0
8622,0
19187,1
3688,0
16025,0
20678,0
2121,0
5131,0
6165,0
11400,0
27459,0
28891,0
7998,0
10729,0
22307,1
30619,0
5257,0
26774,1
10533,0
10743,0
27382,0
29886,0
8493,1
14580,0
15201,0
27909,1
18034,1
3460,1
22313,0
1944,0
15744,1
30230,1
2133,0
24207,0
22545,0
28697,0
26564,0
6952,0
18457,0
24634,0
9818,0
1303,0
24260,1
11147,0
10580,0
28612,1
31590,0
23302,0
14625,0
27451,0
801,0
16164,0
21991,0
10947,0
9529,0
30319,1
3279,0
548,0
26129,0
10836,0
4276,0
8235,0
25014,0
9363,1
13188,0
27323,0
29294,0
14913,0
10697,1
20426,0
30947,1
7968,0
14761,1
23292,0
21361,0
12719,0
32405,1
10268,0
13133,0
29087,1
16058,0
10595,1
15881,0
31215,0
3392,0
3915,0
14839,0
8885,1
17662,1
20478,0
1583,0
26901,0
8709,0
3977,0
9838,0
9309,0
181,0
27848,0
30266,0
25925,0
1610,0
10864,0
23355,0
6176,0
10281,0
13572,0
25360,0
31110,0
2585,0
25504,0
7202,0
11336,0
31185,0
2563,0
27015,0
8155,0
17592,0
6396,0
12086,0
23118,1
18891,0
18680,0
12177,0
31713,0
29743,0
30836,0
19028,0
11515,1
22575,1
3383,0
22374,1
5704,1
2031,0
26665,0
1980,0
14253,0
8481,0
23506,0
22588,0
29792,0
19617,0
3046,1
27592,0
18791,0
25489,0
23421,1
2464,0
8818,0
31203,0
26746,1
18787,1
21459,1
18772,0
16834,0
1913,0
14075,1
10087,0
11059,0
28924,1
19034,0
23608,0
24432,1
13865,1
25985,0
29361,0
12839,0
8093,0
18439,1
17557,1
24540,0
5684,0
1572,0
6849,1
2501,0
13137,0
4432,0
16252,0
1320,0
17155,0
14843,0
17959,0
26090,0
5385,0
16198,0
20476,0
17319,0
28132,0
28134,0
21870,0
8702,0
6443,0
19249,1
24920,0
2992,0
31993,1
29861,0
27993,0
188,1
10208,0
8544,1
22292,0
16951,1
18946,0
15811,0
10062,0
19396,0
8119,1
9762,0
19654,0
28397,0
27184,0
3784,1
2419,0
15807,0
4031,0
20300,1
1048,0
29515,1
26513,0
27981,0
25224,0
14357,0
20314,0
23967,0
488,0
31208,0
19920,0
3478,1
9800,1
29234,0
32435,1
3592,1
22757,0
300,1
20127,1
6294,1
20776,0
25948,0
18888,0
647,0
32027,1
14398,1
14168,1
26623,0
20450,0
15145,0
8038,0
26533,0
28832,1
2613,0
5515,0
2166,0
15743,0
5097,1
13905,0
22831,0
15734,0
10955,0
7457,0
18594,0
15113,0
23101,1
25482,1
22268,1
5783,1
18507,0
17429,0
5151,1
616,0
29760,0
11193,0
20971,0
5625,0
23286,1
19988,0
4291,0
22136,0
15646,0
26961,0
21755,0
7548,0
32120,0
8288,0
27315,1
2867,0
27680,0
12680,0
28483,0
21410,0
2878,0
22100,0
25617,0
8291,0
28282,0
13849,0
15530,0
8340,0
21435,0
21189,0
1529,1
8469,0
28872,0
26955,1
416,0
22438,0
26776,0
32479,0
7576,1
31293,0
8372,1
15802,0
11359,1
8418,0
15574,0
7642,0
29427,0
27627,0
20904,0
8419,1
9908,0
16348,0
26115,0
24446,0
4725,0
31419,0
14515,0
32465,0
4959,1
23415,0
18954,1
25062,0
10213,1
3670,0
7978,0
10422,0
6512,1
9097,0
15929,0
13045,1
8073,0
15154,1
21635,0
25370,0
14638,1
27335,0
18706,0
27101,1
4424,0
17820,1
16444,0
27533,0
15716,0
23544,0
23285,0
15311,1
14408,0
30779,0
23301,1
4630,1
20392,0
10882,1
19479,1
25675,1
9726,1
11945,0
19165,0
5491,0
28199,0
26357,0
7956,1
25420,0
17250,1
21069,0
30078,1
64,0
597,0
16353,0
23240,0
17995,0
9240,0
25674,0
26778,1
28407,0
2159,0
13093,0
28349,0
32473,1
29347,0
6726,1
9961,0
3928,0
15153,0
11814,0
23502,0
10850,0
22145,1
26952,0
27510,0
27550,0
2923,0
23935,0
10747,0
20276,0
18182,0
32018,0
3477,0
7817,0
31429,0
27814,1
19677,0
13614,1
12520,0
27847,0
31565,0
3068,0
1452,0
27956,1
10151,0
8629,1
30746,0
1456,0
12675,0
13514,0
30512,0
24171,0
3641,0
3071,0
29712,0
23140,1
30812,0
17633,1
27278,0
6660,0
24135,0
1074,0
21007,0
1359,0
1341,1
16930,1
12706,0
28328,1
16667,0
18697,1
739,0
2543,1
13710,0
26763,0
6008,0
20488,1
19155,1
23899,1
20780,1
6046,0
9704,0
32532,1
204,0
2214,0
22256,0
10031,0
13483,0
31892,0
31753,1
8420,0
8262,0
3192,0
22020,0
11120,1
17034,0
29204,0
2825,0
976,0
15178,1
19543,0
16788,0
20812,1
9181,0
21903,0
22037,1
17178,0
4911,1
21726,0
5255,1
31115,0
4376,1
16187,0
23885,0
23698,0
23409,0
27899,0
1991,0
17118,0
30629,1
2542,0
11259,0
1595,0
10145,0
28543,0
24704,0
7541,1
17193,0
12477,0
2764,1
4093,0
27228,1
10975,0
28258,0
10276,0
25937,1
24683,0
24785,0
4230,1
6351,0
27017,0
15592,0
5132,1
10505,0
17809,1
32093,0
1897,0
26816,1
30802,0
18605,0
15622,0
6252,0
12551,0
26011,0
15002,0
13931,0
17738,1
12021,0
12170,0
6310,0
30501,0
2943,0
28382,1
15457,0
10745,0
25602,0
6523,0
23252,0
4899,1
342,0
4777,1
20070,1
21536,0
8860,0
30962,0
20064,0
26081,0
22245,1
32302,0
22912,1
30101,0
26504,0
1072,0
29010,0
32079,0
5522,0
7307,0
28454,0
20834,1
24388,0
4450,1
3263,0
9672,0
25596,0
24956,0
8756,0
14710,0
28176,0
368,0
12028,0
26782,0
8056,0
19013,0
11075,0
18936,0
13870,0
29320,0
3704,0
17053,1
20043,0
8550,0
19806,1
27052,0
8268,0
5795,0
23740,1
24079,0
11430,0
19056,1
10544,0
23049,1
31051,0
15774,0
22190,0
16943,0
10890,0
4786,1
29502,0
12596,0
2360,0
5262,0
4015,0
13380,0
28544,0
28425,0
19069,1
26491,0
199,0
14711,0
8924,0
32184,0
8061,0
6681,0
13370,0
25565,1
30717,0
1356,0
2281,0
23392,1
8041,0
26161,0
30111,1
11529,0
23901,0
18252,0
16396,0
1735,1
9516,0
9573,0
28386,0
8303,0
8671,0
1051,0
4447,0
11036,0
23760,0
465,1
24912,0
26498,0
9003,1
1289,0
7282,0
14783,0
2326,0
18098,1
20816,0
12214,0
16956,0
13075,1
2094,0
27366,0
2257,0
21654,0
7937,0
6138,0
10838,0
16766,0
21667,1
2773,0
29265,0
15274,0
26709,0
29388,0
29338,0
27616,0
26860,0
2780,0
8967,0
20479,0
4805,0
10539,0
2767,1
22895,0
20653,0
21286,1
13556,0
17391,1
11249,0
7731,1
16815,0
1076,0
2409,0
5214,1
24258,1
15016,0
17583,0
15163,1
21649,0
16197,0
26682,0
5210,0
28893,0
6607,0
1203,0
22177,1
13145,0
1847,1
13220,0
20991,1
4549,0
22462,0
24574,1
24468,0
4349,1
26101,1
30346,1
32133,1
8218,1
3958,0
21293,0
25085,1
31559,1
16068,0
32143,0
4582,0
196,0
27118,0
241,0
31146,0
5198,0
22674,0
25721,1
24580,0
9708,1
15943,0
23696,0
19783,0
29172,0
1541,0
23354,0
4468,0
28237,0
3771,0
23811,0
12422,1
31529,1
28963,0
15899,0
3293,0
55,0
17940,0
21328,0
3914,0
14098,0
7410,0
4269,0
19831,0
15003,0
9839,0
29231,1
22584,0
17698,0
16706,0
26711,0
18043,0
23183,0
18644,0
32297,0
7773,0
1901,1
5389,1
7185,1
4328,1
6521,0
29494,0
31724,0
18746,0
8417,1
30830,0
3235,0
1066,0
4367,0
3310,0
1110,0
18100,0
20702,0
9514,1
31261,1
32543,1
22415,0
23222,0
23324,0
7955,1
18515,0
24702,1
27325,0
18215,0
9224,0
13658,0
8023,0
6360,0
3338,1
8959,0
6999,1
24107,0
25118,0
17278,0
20293,0
2394,0
31787,0
15058,1
32368,0
7368,0
32419,0
965,0
28131,0
18640,0
19380,0
21658,0
11160,0
26459,0
1821,0
16722,0
22343,0
3939,0
1462,1
30516,0
19626,0
8994,1
24531,1
14282,0
30849,1
8717,0
7238,0
784,1
4362,0
21739,0
28216,0
19381,0
20949,1
22761,0
14336,0
1722,0
24166,0
22660,0
14956,1
27064,0
26652,1
11871,0
3316,0
27733,0
31123,0
13827,1
10656,0
20331,0
24143,0
29907,0
32010,0
19087,0
4206,1
12358,1
20676,0
9261,0
16615,1
20009,0
25274,0
19197,1
716,0
12318,0
6426,0
7506,0
20923,0
31910,0
11472,0
17512,0
13198,0
20463,1
334,0
23750,0
20804,0
18689,0
6873,0
11392,0
32272,0
13834,0
37,0
27065,0
2441,0
31351,0
15613,1
28101,1
28768,0
14442,0
11145,0
6766,0
18092,0
30798,1
20967,0
23761,0
25219,0
26856,0
12103,0
974,0
29511,0
8992,1
3237,0
2440,0
21749,0
2510,0
31597,0
23063,1
27008,0
4456,0
15084,0
22325,1
22920,1
6898,1
1106,1
13482,0
20434,0
11215,0
309,0
24469,0
30374,1
10393,0
19386,0
14475,0
22528,0
15365,1
25317,1
17867,0
12639,1
3570,0
31848,0
6787,1
22622,1
10078,0
32090,0
13122,0
29057,0
11194,1
5925,0
2022,0
31243,0
9462,0
28980,0
8592,1
7896,0
7816,1
678,1
22285,0
27246,0
17665,1
2332,0
28750,0
11548,0
15980,1
13450,1
26266,1
11523,0
18258,0
572,1
149,0
18218,0
10094,0
7516,0
10399,1
9657,0
22564,0
32518,0
30633,0
30613,0
31918,0
21181,1
17176,0
26497,0
10345,1
11223,0
7492,0
1098,1
24551,1
23148,0
2896,1
27694,0
27051,0
427,1
11720,1
31142,0
25006,0
21,0
30688,0
8707,0
26917,1
15984,0
14747,0
16628,0
23085,1
5831,1
26980,1
19669,1
20746,1
2426,0
28183,0
9143,0
25597,0
14873,0
4322,0
30493,0
14318,0
19368,0
13095,0
11907,1
29321,1
22276,0
24080,0
19491,0
4215,0
22046,0
27789,1
19560,0
14261,0
1743,0
17619,0
14744,0
2788,0
25403,0
19111,0
10510,1
16823,1
8742,0
11436,0
18498,0
13887,0
12451,0
23691,1
7981,0
32487,0
24129,0
13289,0
11459,0
16841,0
9340,0
3565,0
30406,1
19807,0
24,0
24362,1
20567,0
2660,0
30742,1
22385,0
14819,1
30268,0
22194,0
23528,1
21244,0
2729,0
11418,0
340,0
30984,0
4888,0
3820,0
9358,0
18514,1
23829,0
19301,0
5041,0
17554,0
32242,0
8733,0
19741,1
24713,1
2103,0
1742,0
22882,1
9374,1
29659,0
17120,1
9398,0
17702,0
30921,0
13273,1
8808,1
10898,1
9425,0
22228,0
18422,0
14886,0
31767,1
15981,0
9915,1
18154,1
2621,1
10866,0
17717,0
17261,0
1089,0
11682,0
20359,1
14835,1
7337,0
13356,1
18241,1
27507,0
30067,0
23975,1
7304,0
14763,0
8722,0
29112,0
10572,0
11522,0
25811,1
1561,0
12211,1
26850,0
20805,0
27494,0
21058,1
28638,0
10484,0
5124,0
7147,0
31586,1
17252,1
30786,0
13672,0
16426,0
29424,0
30503,1
31504,0
15114,1
11168,0
2580,0
31381,0
4874,1
28865,0
32313,1
20023,1
13984,0
5040,0
27934,0
17960,1
23524,0
19110,1
3348,0
986,0
10757,0
16370,1
10984,1
2255,0
32399,1
25677,1
4584,0
28380,0
19679,0
21141,0
30682,0
21443,0
17897,0
32539,0
2982,0
10125,0
11526,0
23704,0
31880,1
193,1
20926,0
9459,1
7916,0
7748,0
29710,0
26420,0
13298,0
2172,0
9351,0
4079,0
24109,1
9347,0
21986,0
668,0
26268,0
15135,0
22773,0
31561,0
20334,1
8045,0
9643,1
22635,0
22213,0
22511,0
12790,0
10000,0
18902,0
26531,0
12182,0
12855,0
31930,0
30592,0
26372,0
27024,1
9257,0
11847,0
2125,0
27801,0
31116,1
14667,0
2072,0
4377,0
25164,0
9942,0
5812,1
26902,0
29668,0
17216,0
13315,0
16599,1
10705,0
23143,1
6036,1
31411,0
27749,0
9525,1
20740,0
15035,1
23406,0
18493,1
7465,0
7411,0
31189,0
21088,0
14759,0
31396,0
629,0
21796,0
7100,0
31899,1
8001,0
10541,0
1466,0
7272,1
5923,1
32325,1
9109,1
32467,0
17307,0
27831,0
2200,0
30315,1
23364,0
31327,0
12466,1
14155,0
20604,0
21369,1
26583,0
31608,1
7669,0
28376,1
13814,0
18981,1
15351,0
14460,0
32190,1
29992,0
4918,0
1022,0
21324,0
24315,0
32083,0
7768,0
2004,0
24614,1
12424,0
6444,1
7646,1
31731,0
15645,0
5530,0
545,1
20959,0
12230,0
20547,0
479,0
16745,0
20669,0
4653,0
23466,0
19897,0
7118,0
11341,0
307,0
15327,0
8135,0
31766,0
574,1
608,0
30347,0
8189,0
11797,1
19283,0
8980,0
6125,0
23310,1
30975,1
16406,0
23053,0
14160,0
30341,0
19026,0
16373,0
23949,0
12781,0
20984,1
19212,0
1275,0
4439,0
221,0
20239,0
26407,0
22427,0
22605,0
1045,0
13510,1
23071,0
14696,1
15000,1
11124,1
24807,0
24833,0
11006,0
2382,1
21540,0
4692,1
27295,1
24197,0
23879,1
6983,0
13966,0
16219,0
24092,0
4056,0
10706,0
11964,0
8350,0
29287,0
16940,0
9470,0
24624,0
5137,0
11766,0
13032,0
18340,0
10325,0
10219,1
21283,1
15184,0
15204,0
29519,1
31642,0
21049,1
10859,1
7599,0
32235,1
27597,0
8569,0
31809,1
31096,1
1392,0
12191,0
28771,0
31241,0
15630,0
24074,0
7188,1
24947,1
9892,0
15232,0
22451,0
11394,0
19890,0
21709,0
25431,0
14379,1
8296,0
1047,1
30274,1
21779,0
4773,0
25258,0
4605,0
9783,0
26602,0
23574,0
26615,1
2199,0
7982,0
22759,1
26687,0
9842,0
26355,0
5388,0
30417,1
29226,0
8938,0
28078,0
1239,1
14781,0
7572,0
23648,0
31299,0
31425,0
31058,1
10298,0
20003,0
10762,0
7782,1
9416,0
10308,0
22087,1
6774,1
15176,0
2947,0
30013,0
32205,0
20717,0
11481,0
28553,0
20845,0
20050,0
25631,1
24764,0
24334,1
2996,0
28840,0
11609,0
15436,0
13780,0
12405,0
27614,1
27255,0
25580,0
3925,0
4541,0
18121,0
32433,0
6148,1
23785,1
32108,0
4602,0
6813,0
19583,0
8467,0
10386,0
17043,0
31184,0
11314,0
20343,0
13143,1
29663,1
29541,0
8919,1
7787,1
11401,0
20844,0
12300,0
20918,0
26231,0
8636,0
8907,1
9172,0
12239,0
11465,1
4202,0
21664,0
29843,0
6386,1
5711,0
2586,0
29124,0
2449,0
21831,0
12084,0
27245,0
14722,0
25857,1
4950,0
15661,0
24251,0
15315,0
7222,0
29509,0
32392,0
14244,0
28629,0
17518,0
4437,1
4026,0
22437,0
14702,0
7823,0
4358,0
4961,1
19566,0
18500,1
23172,0
18184,0
14320,0
17306,0
20962,0
24216,0
14716,0
21263,0
14746,0
11637,1
26010,0
27413,0
4716,0
28775,0
15923,0
26145,1
23798,0
31877,0
17801,0
15542,0
2327,0
21988,0
14982,0
8246,0
28442,0
14163,0
29246,1
29181,0
9921,0
23803,0
23078,0
12331,0
20181,0
18249,1
22688,0
18283,0
21972,0
16342,0
3971,0
21446,0
4214,0
3663,0
11702,0
9312,1
5316,1
8253,0
25395,0
16909,0
5993,1
28081,0
27079,0
4161,0
20759,0
4077,0
11020,1
31283,0
222,0
15264,0
8346,1
31443,1
23103,0
21561,0
30052,1
22867,1
23227,0
28579,0
8958,1
31905,0
16794,0
20395,0
4506,1
23646,1
10053,0
19828,1
25098,0
28345,0
7391,0
18468,1
25802,0
8617,0
26973,0
14992,1
1820,1
26234,0
17885,0
14392,0
4970,0
16698,0
3907,0
11069,1
12264,1
17684,0
30201,0
13533,0
16149,0
4259,0
20225,1
7797,0
25019,0
5404,0
3521,0
4045,0
16443,0
22746,0
26381,0
26269,0
30989,1
6506,0
18967,0
12609,0
4611,0
31154,0
18111,0
731,0
17359,1
20360,0
29081,0
13000,0
4733,0
19833,0
20007,0
20524,1
22737,0
21275,0
11491,0
1325,0
11826,0
6345,0
6092,0
21681,0
26862,0
30762,0
3278,0
22378,0
20131,0
1145,0
3143,1
3772,0
30269,0
20623,0
4648,1
29036,0
9822,0
335,0
14111,0
9856,0
7710,0
29242,1
21892,1
16133,0
28642,1
12647,0
16412,1
28625,0
2945,1
26162,0
2430,1
17546,0
13745,0
17164,0
23857,0
13151,1
23136,0
10695,1
32307,0
23888,0
31807,1
4380,0
9730,0
20060,0
30638,0
7199,1
21371,1
3516,1
19335,0
7616,0
14969,1
16842,0
29599,0
32425,0
29608,0
22617,0
12708,1
7189,1
12532,0
4690,1
32517,0
18314,0
27673,0
16614,0
31965,0
28493,1
27964,0
20966,0
4065,0
1116,0
15410,0
1143,0
26177,0
29745,1
28184,0
6553,0
28182,0
28752,0
16130,0
20692,0
25555,0
4009,0
14958,1
14359,0
10500,0
25608,0
6132,0
24971,0
6600,0
19508,0
31611,1
448,0
11143,0
10622,0
1716,1
25060,0
27473,0
13747,0
24670,1
8120,0
3888,0
12853,0
21818,0
31926,0
1310,0
3056,1
17903,1
11875,0
23890,0
25506,0
9595,0
18966,0
27929,1
4794,0
18929,1
10357,0
2300,0
23577,0
31204,1
13017,0
32100,0
9433,0
18623,0
9306,0
6737,0
7975,1
27622,0
21158,0
20155,0
22221,0
27527,0
30184,0
25383,0
1754,0
3116,1
4466,0
23426,0
6267,0
28546,1
25262,1
3162,1
28839,0
3188,0
12060,0
17197,0
5445,0
3468,1
32072,0
2423,0
28541,0
4885,0
13144,0
19973,0
27059,0
20091,0
22284,1
8504,0
2237,0
17678,1
8114,0
2269,0
10093,0
5623,0
22516,0
5670,1
4344,0
13211,0
14199,0
12316,0
22165,1
26455,1
27580,1
7585,0
24384,0
26250,0
2417,1
11764,1
945,1
6677,0
8182,0
15890,0
2536,1
1115,1
27602,0
21405,1
22293,0
16559,0
26571,1
8657,0
1476,0
20518,1
22085,0
2212,0
26730,0
3163,0
29013,0
16499,0
24285,0
21090,1
9625,0
28661,1
14349,1
17254,0
4101,1
19747,1
11747,1
31367,0
380,1
16405,0
21748,0
9187,0
7271,0
16761,1
30620,0
31683,0
25020,0
7012,0
1146,1
30780,0
22889,0
27040,0
17503,0
13878,1
10578,0
22902,0
30842,0
3990,0
4301,0
6378,0
31882,0
514,0
22979,1
24714,1
12597,0
15584,0
10777,1
8228,1
24866,0
4133,1
24354,0
4686,1
19914,0
29997,0
11111,0
7153,0
13335,0
26910,0
10504,1
25899,1
9957,0
20636,1
24589,0
86,0
8204,0
12101,0
16512,0
29074,1
20794,0
9015,0
22883,0
13909,0
4147,1
4361,1
22143,0
11987,1
31143,1
1503,0
17063,0
32491,0
20031,0
29526,1
18273,0
22391,1
18884,0
6810,0
4525,0
14393,1
17393,0
11047,0
25649,1
7784,0
28080,0
10218,0
29632,1
18915,0
8106,0
12186,1
15538,0
12044,0
20451,0
12727,0
20102,0
27185,0
1330,0
9009,1
11640,0
6516,0
29359,0
19475,0
27903,1
21186,0
4408,1
9631,0
15561,0
31794,0
7920,0
31136,0
25700,0
16400,0
31399,0
21636,0
27610,1
30043,0
6162,0
26182,0
2935,0
17087,0
24110,1
31718,0
25987,0
29038,0
31696,0
25651,1
14412,0
17657,1
4464,1
24059,0
8348,0
30373,0
12090,1
5733,1
11192,1
18795,0
70,0
12253,0
5314,0
3917,0
29871,0
1258,0
311,0
26937,0
8713,1
21311,0
5582,0
31670,0
4687,0
16436,1
32041,0
14941,0
16742,0
28895,0
13417,0
6772,0
30566,1
9404,0
20546,1
32187,0
3121,0
31598,0
22074,1
12649,1
20244,0
14658,0
3211,0
9954,0
2168,0
23076,0
1397,0
22992,0
32015,0
15301,0
6154,0
3921,0
18289,1
31761,0
21208,0
2987,0
16729,0
11837,0
10770,1
32511,0
31205,1
11496,1
3978,0
24053,0
31564,1
29976,0
18485,0
26255,0
21835,1
13468,0
30598,0
13806,0
1026,0
17868,0
21529,0
18803,0
15840,1
22270,0
30204,1
9300,1
5450,0
11487,0
23673,0
27369,0
24057,0
1204,1
11592,0
11990,0
11313,1
31551,0
30294,0
4512,0
24052,0
13524,0
18029,0
24779,0
11429,0
8108,0
19419,0
1608,0
2771,0
12302,0
2626,0
13074,0
633,0
16220,0
15799,1
19837,0
26715,0
26514,1
28560,0
6272,1
27686,0
7914,0
4932,1
8859,1
14258,0
24651,0
24577,0
29590,1
32122,0
14090,0
29142,0
8241,0
14550,0
28452,0
8167,0
1472,0
24340,0
2787,1
6494,0
2696,1
17344,0
1760,0
8833,0
14777,0
16495,0
16463,1
846,0
9804,0
18408,0
21928,1
32182,0
17519,0
3366,0
21433,0
29607,0
19097,0
429,0
13058,1
1417,0
13183,0
12,0
29395,0
10222,0
10132,1
31765,0
13504,1
23842,0
29187,0
648,0
25822,0
21852,0
14227,0
7275,0
19579,0
15656,0
27106,0
8791,0
29894,0
1603,0
1057,0
25058,1
23614,0
23971,0
24333,0
22312,0
25387,0
24828,0
6874,0
30140,0
11073,0
17477,1
19974,0
8974,0
14229,0
26209,1
21722,0
2972,0
4679,1
26894,0
32174,0
17342,0
23878,0
11309,0
29798,0
10772,1
5656,0
12686,0
10185,0
10180,0
16011,0
23280,1
27364,0
5458,1
27656,0
21171,0
22346,0
2535,0
10069,0
15065,1
25222,0
9742,0
18833,0
24191,0
5760,0
25928,0
29714,0
15761,1
23651,0
15871,0
27373,0
24199,0
31917,1
2233,0
20824,0
10001,0
29686,0
10370,1
23942,0
7325,1
31382,1
20429,0
18918,0
4417,0
10431,0
28253,0
23515,0
6212,0
10201,0
30225,0
10028,0
971,0
147,1
5095,0
18754,0
29908,0
16207,1
24960,0
20549,0
6757,0
23772,0
339,1
669,0
7068,0
19415,0
20357,1
10351,0
31984,0
9966,0
5441,0
15804,1
10855,1
2705,0
22944,1
24050,0
14014,0
32107,0
21018,0
3932,0
29796,0
22549,0
4120,0
28458,0
228,0
1840,0
29966,0
9724,0
3132,0
13760,0
29537,0
19083,1
11480,1
23013,0
29679,0
8704,0
14040,1
25832,0
14241,0
32334,0
3952,0
31341,1
28804,0
6122,0
21948,0
20375,0
5718,1
12780,1
16289,0
18736,0
7604,0
29846,1
8006,0
14531,0
18894,0
555,0
22215,0
15925,0
13476,0
15685,1
3031,1
22497,0
7698,0
29709,0
23814,0
16859,0
18355,1
4413,1
4622,0
4730,0
14418,0
21793,1
20943,0
32324,0
8206,0
9497,0
30081,0
20126,1
4845,0
27653,0
16995,0
32061,0
5789,0
9656,0
7011,0
19298,0
26673,1
23817,0
2822,0
12678,1
6096,0
16464,0
9791,0
14449,0
8844,0
7438,0
16645,0
21633,0
11219,0
21139,0
23844,1
16904,1
7157,0
8335,0
16758,0
1069,0
32529,0
27420,0
16678,1
